node,agg_score,fan_in_smurf,mule_hub,new_device_high_amount,device_ip_entropy,rapid_outgoing_spike,recurring_tester_tx,app_payee_mismatch,synthetic_identity_burst
A_00019,0.3928564190864563,0.39797744154930115,0.30483928322792053,0.57235187292099,0.46601125597953796,0.32472455501556396,0.5038284659385681,0.2816915214061737,0.2712535858154297
A_00020,0.6032364368438721,0.17990930378437042,0.7177512645721436,0.9882690906524658,0.33689600229263306,0.6961253881454468,0.34396225214004517,0.5975620150566101,0.7996425628662109
A_00021,0.5175880789756775,0.16078606247901917,0.49074995517730713,0.8253405690193176,0.515251100063324,0.6797489523887634,0.3338608741760254,0.5694173574447632,0.41568639874458313
A_00022,0.5261126756668091,0.5302565097808838,0.4067828357219696,0.8126416206359863,0.39366140961647034,0.40074265003204346,0.358111172914505,0.5949167609214783,0.5577441453933716
A_00023,0.4559045135974884,0.8562129735946655,0.19915801286697388,0.46885645389556885,0.6683230400085449,0.26784786581993103,0.6316649913787842,0.43346109986305237,0.10904581844806671
A_00024,0.47698211669921875,0.9075927734375,0.2721400856971741,0.47430214285850525,0.5998469591140747,0.1813562661409378,0.5934525728225708,0.4556120038032532,0.3294200301170349
A_00025,0.6239445209503174,0.35033395886421204,0.7274673581123352,0.814119279384613,0.5641966462135315,0.6638376116752625,0.47095969319343567,0.571603536605835,0.7638078331947327
A_00026,0.5035910606384277,0.44184213876724243,0.4977971017360687,0.522432267665863,0.6898042559623718,0.4776160717010498,0.5084743499755859,0.4306432604789734,0.48838862776756287
A_00027,0.5901613235473633,0.7333531379699707,0.4607657492160797,0.8486344218254089,0.41742491722106934,0.3906686305999756,0.38977116346359253,0.6865165829658508,0.615371823310852
A_00028,0.43828797340393066,0.5168871879577637,0.3188313841819763,0.474376380443573,0.6461173892021179,0.3770965337753296,0.5199636816978455,0.38544750213623047,0.2814239263534546
A_00029,0.5965996980667114,0.10239794105291367,0.6618928909301758,0.9166734218597412,0.41742491722106934,0.7333691120147705,0.17066219449043274,0.7582768797874451,0.8236750364303589
A_00030,0.6197150349617004,0.0730556771159172,0.8434181213378906,0.677390456199646,0.7845150828361511,0.8297890424728394,0.3748244345188141,0.5446042418479919,0.8409780263900757
A_00031,0.5472479462623596,0.12863783538341522,0.674833357334137,0.9776751399040222,0.3152362108230591,0.588029682636261,0.35683760046958923,0.41495034098625183,0.7900506854057312
A_00032,0.46291303634643555,0.6881409287452698,0.1177309900522232,0.7015874981880188,0.5517240762710571,0.34975355863571167,0.34951579570770264,0.6652931571006775,0.07719545066356659
A_00033,0.5300534963607788,0.16466356813907623,0.6003639101982117,0.6890191435813904,0.5517240762710571,0.5253089070320129,0.22844688594341278,0.5843515396118164,0.8413681387901306
A_00034,0.4628600478172302,0.8125936985015869,0.30886590480804443,0.42968976497650146,0.6232631206512451,0.23800596594810486,0.6123626828193665,0.37663891911506653,0.3409038782119751
A_00035,0.4645759165287018,0.6961244344711304,0.3265926241874695,0.4428155720233917,0.6898042559623718,0.36136940121650696,0.6332862377166748,0.37108731269836426,0.23245126008987427
A_00036,0.5591102838516235,0.331388384103775,0.412053644657135,0.9955767393112183,0.2551114559173584,0.6823827624320984,0.22277627885341644,0.8267021775245667,0.44122618436813354
A_00037,0.4910420775413513,0.9862996935844421,0.14791138470172882,0.9632581472396851,0.21947599947452545,0.07399281114339828,0.6883190274238586,0.4579455554485321,0.18895818293094635
A_00038,0.2952593266963959,0.38018089532852173,0.18005189299583435,0.35483628511428833,0.46601125597953796,0.21758973598480225,0.6085554957389832,0.12797345221042633,0.11154885590076447
A_00039,0.6147521138191223,0.042991671711206436,0.790726900100708,0.9957642555236816,0.21947599947452545,0.7752806544303894,0.10237646847963333,0.7960135340690613,0.9525812864303589
A_00040,0.5445319414138794,0.9177230596542358,0.3706185817718506,0.7097302079200745,0.46601125597953796,0.25252828001976013,0.6542991399765015,0.49953991174697876,0.41201168298721313
A_00041,0.4578295350074768,0.35058867931365967,0.2633308172225952,0.9856739640235901,0.1875649243593216,0.37544679641723633,0.2655835747718811,0.5712533593177795,0.40155255794525146
A_00042,0.3580734431743622,0.17749972641468048,0.23073601722717285,0.47581803798675537,0.6232631206512451,0.45924219489097595,0.37877148389816284,0.34844455122947693,0.15896497666835785
A_00043,0.5168030858039856,0.2274356186389923,0.5416274070739746,0.6178531050682068,0.6898042559623718,0.6056671142578125,0.3836732804775238,0.512378990650177,0.529955267906189
A_00044,0.6404168605804443,0.06307972967624664,0.8199977874755859,0.818252682685852,0.6683230400085449,0.8046263456344604,0.18498995900154114,0.7326213121414185,0.9194043874740601
A_00045,0.43947261571884155,0.5892032384872437,0.2952148914337158,0.9269816279411316,0.23683176934719086,0.16496336460113525,0.5647360682487488,0.1932484656572342,0.42483454942703247
A_00046,0.3915199041366577,0.2529931664466858,0.2544627785682678,0.9470152258872986,0.2742948830127716,0.3253442049026489,0.4689844846725464,0.227938711643219,0.2192772626876831
A_00047,0.5524682402610779,0.4523012042045593,0.4248211979866028,0.7421934008598328,0.6232631206512451,0.5533880591392517,0.3431377112865448,0.6842002868652344,0.46182048320770264
A_00048,0.5243861675262451,0.09659654647111893,0.6833333373069763,0.7267330288887024,0.515251100063324,0.6271925568580627,0.35104992985725403,0.40109461545944214,0.7645314335823059
A_00049,0.49756813049316406,0.390157550573349,0.38730499148368835,0.8103682398796082,0.39366140961647034,0.4346318244934082,0.3182970881462097,0.5775892734527588,0.5113155245780945
A_00050,0.5982792377471924,0.1551561951637268,0.7540071606636047,0.9843568205833435,0.35926321148872375,0.6778757572174072,0.3666180670261383,0.519853413105011,0.828423023223877
A_00051,0.44047999382019043,0.8043352961540222,0.24214178323745728,0.584634006023407,0.46601125597953796,0.2249889075756073,0.6253395080566406,0.3358142077922821,0.19585882127285004
A_00052,0.6759246587753296,0.11609743535518646,0.8327013254165649,0.8738117218017578,0.6683230400085449,0.8289398550987244,0.1977272778749466,0.8207980990409851,0.9273514747619629
A_00053,0.5009090304374695,0.38691025972366333,0.41303324699401855,0.9729716181755066,0.33689600229263306,0.4772939383983612,0.5000237822532654,0.40186411142349243,0.3401082456111908
A_00054,0.45525428652763367,0.68533855676651,0.35866019129753113,0.39067208766937256,0.7104968428611755,0.3401820957660675,0.6494945883750916,0.3235110342502594,0.2532234787940979
A_00055,0.36612364649772644,0.11559829860925674,0.3318318724632263,0.4448513388633728,0.6232631206512451,0.46268975734710693,0.34416303038597107,0.31060791015625,0.31814485788345337
A_00056,0.4673693776130676,0.6297950148582458,0.38094767928123474,0.6389858722686768,0.39366140961647034,0.24468056857585907,0.4863443970680237,0.3676550090312958,0.5613293051719666
A_00057,0.5364199280738831,0.3076552450656891,0.6221399903297424,0.7296323776245117,0.4906083643436432,0.5023492574691772,0.4292622208595276,0.44178396463394165,0.7327528595924377
A_00058,0.5464938879013062,0.7858750820159912,0.3319329619407654,0.9843288660049438,0.2551114559173584,0.3100283741950989,0.4399397671222687,0.6083117723464966,0.4005182385444641
A_00059,0.352489709854126,0.20990705490112305,0.12643083930015564,0.9322240948677063,0.3152362108230591,0.3479901850223541,0.5178831219673157,0.17896908521652222,0.039771463721990585
A_00060,0.6742399334907532,0.3242495357990265,0.779456615447998,0.9979910850524902,0.23683176934719086,0.7964572310447693,0.1314694583415985,0.9132727980613708,0.9354296922683716
A_00061,0.5788850784301758,0.4093922972679138,0.5052221417427063,0.8806349635124207,0.44157829880714417,0.5837031602859497,0.31425416469573975,0.711327075958252,0.5973159074783325
A_00062,0.6900049448013306,0.07835345715284348,0.8612903356552124,0.9504307508468628,0.5882669687271118,0.9104660153388977,0.22206896543502808,0.84446781873703,0.88590407371521
A_00063,0.5570303797721863,0.17317402362823486,0.7885704040527344,0.6104426980018616,0.6794363260269165,0.6906497478485107,0.6165562272071838,0.28519704937934875,0.7086837291717529
A_00064,0.4189765751361847,0.1789739727973938,0.33500874042510986,0.5411133170127869,0.6683230400085449,0.5606257915496826,0.3935798406600952,0.41475188732147217,0.2331302911043167
A_00065,0.43543925881385803,0.5197237133979797,0.3848101794719696,0.5695995688438416,0.44157829880714417,0.28362712264060974,0.5420038104057312,0.2847946286201477,0.46940773725509644
A_00066,0.5983375906944275,0.06059406325221062,0.7049286365509033,0.9937000274658203,0.29435083270072937,0.7941036820411682,0.18248848617076874,0.72214674949646,0.8117915987968445
A_00067,0.41543108224868774,0.28051483631134033,0.330964595079422,0.9316175580024719,0.3152362108230591,0.33026787638664246,0.5590988993644714,0.1814131736755371,0.279115229845047
A_00068,0.40498220920562744,0.873873233795166,0.2386143058538437,0.2721271216869354,0.6461173892021179,0.1608264297246933,0.7328846454620361,0.22872596979141235,0.2096247673034668
A_00069,0.4956395626068115,0.8833857178688049,0.2399100363254547,0.9613220691680908,0.2551114559173584,0.17100076377391815,0.615045964717865,0.3757680356502533,0.26991006731987
A_00070,0.8797087073326111,0.9991436004638672,0.9291601181030273,0.9105515480041504,0.9188842177391052,0.9211680889129639,0.9920712113380432,0.8419171571731567,0.4451696574687958
A_00071,0.5587159395217896,0.6319283246994019,0.43895503878593445,0.8368024230003357,0.37039056420326233,0.3676653504371643,0.34368181228637695,0.6496602296829224,0.6637539863586426
A_00072,0.5119946002960205,0.8948250412940979,0.29401031136512756,0.7348735332489014,0.34770646691322327,0.17295660078525543,0.49406400322914124,0.5335404276847839,0.5026754140853882
A_00073,0.5688571929931641,0.8187645673751831,0.48758265376091003,0.7160865068435669,0.4906083643436432,0.33279141783714294,0.6076650619506836,0.4842580258846283,0.5560926198959351
A_00074,0.8685348033905029,0.9991182684898376,0.907442569732666,0.9193115830421448,0.9188842177391052,0.9257617592811584,0.991370677947998,0.8579872846603394,0.31801873445510864
A_00075,0.4782902002334595,0.9160677194595337,0.3028182089328766,0.43000975251197815,0.6232631206512451,0.18345846235752106,0.6556280255317688,0.40610748529434204,0.35083481669425964
A_00076,0.67998868227005,0.05177352949976921,0.9261171221733093,0.9999544620513916,0.17300117015838623,0.9782053828239441,0.010164436884224415,0.9982287287712097,0.9928135275840759
A_00077,0.5555790066719055,0.06544370204210281,0.5719060897827148,0.8912810683250427,0.46601125597953796,0.7664126753807068,0.19644877314567566,0.6833640933036804,0.6135255098342896
A_00078,0.5001865029335022,0.34294381737709045,0.46960529685020447,0.9514500498771667,0.45408302545547485,0.5230560302734375,0.6488386392593384,0.2558513283729553,0.23983176052570343
A_00079,0.334125816822052,0.2846614420413971,0.3269208073616028,0.3977046310901642,0.46601125597953796,0.2611583173274994,0.5547581911087036,0.14628130197525024,0.32841476798057556
A_00080,0.45256367325782776,0.31578555703163147,0.40312665700912476,0.9496419429779053,0.29435083270072937,0.33964598178863525,0.508152186870575,0.2440439909696579,0.44268354773521423
A_00081,0.5767941474914551,0.18960238993167877,0.7279946208000183,0.9689740538597107,0.42977213859558105,0.6389185190200806,0.5347769260406494,0.33957329392433167,0.7046687602996826
A_00082,0.6286760568618774,0.1659950315952301,0.672222375869751,0.9586756229400635,0.37039056420326233,0.7478485107421875,0.12090662121772766,0.8835707902908325,0.8747835159301758
A_00083,0.5472015738487244,0.14170050621032715,0.6528183817863464,0.9745486974716187,0.3822593688964844,0.6391332745552063,0.4401635527610779,0.38289350271224976,0.6397926807403564
A_00084,0.49616381525993347,0.3745185136795044,0.530028760433197,0.4892193377017975,0.7104968428611755,0.511038064956665,0.5341535210609436,0.38597628474235535,0.49424120783805847
A_00085,0.5516176819801331,0.46629905700683594,0.6105448007583618,0.6967400312423706,0.5398198366165161,0.4826976954936981,0.5387731790542603,0.4168016314506531,0.6462373733520508
A_00086,0.3970148265361786,0.2485443651676178,0.2829500734806061,0.49730026721954346,0.6683230400085449,0.4824213683605194,0.4189048409461975,0.38646212220191956,0.176584854722023
A_00087,0.43686535954475403,0.8312891125679016,0.2009904533624649,0.6060976982116699,0.44157829880714417,0.21133661270141602,0.6158607006072998,0.36002227663993835,0.16118492186069489
A_00088,0.40363609790802,0.30825507640838623,0.3832675814628601,0.5640832781791687,0.46601125597953796,0.359694242477417,0.4997090697288513,0.2614205479621887,0.3999679982662201
A_00089,0.3912809193134308,0.25698599219322205,0.35042500495910645,0.5764958262443542,0.4906083643436432,0.40122881531715393,0.4823571741580963,0.2699967622756958,0.2928756773471832
A_00090,0.5701610445976257,0.10683446377515793,0.6748471856117249,0.9898311495780945,0.2551114559173584,0.6454044580459595,0.21507203578948975,0.6239180564880371,0.8539513349533081
A_00091,0.5167967081069946,0.3248034417629242,0.4034379720687866,0.836488664150238,0.4906083643436432,0.5934562683105469,0.3528410494327545,0.6182716488838196,0.33190688490867615
A_00092,0.9112575650215149,0.9987629652023315,0.9608005285263062,0.9375165104866028,0.9383740425109863,0.9613737463951111,0.9923250675201416,0.8844211101531982,0.5438846349716187
A_00093,0.5668937563896179,0.1092102974653244,0.7167693376541138,0.8190419673919678,0.46601125597953796,0.655444860458374,0.27891314029693604,0.5446642637252808,0.8544052243232727
A_00094,0.4305665194988251,0.37866172194480896,0.3919909596443176,0.5906947255134583,0.515251100063324,0.401645302772522,0.542353093624115,0.29408273100852966,0.3248804807662964
A_00095,0.4492400884628296,0.45523855090141296,0.21938149631023407,0.9582635164260864,0.3822593688964844,0.43495264649391174,0.6088345050811768,0.2993048429489136,0.06874579191207886
A_00096,0.557589590549469,0.32102954387664795,0.6066252589225769,0.675369918346405,0.5998469591140747,0.505443274974823,0.31515583395957947,0.5913719534873962,0.8018636703491211
A_00097,0.46475929021835327,0.7514034509658813,0.08466287702322006,0.9814555048942566,0.2551114559173584,0.3070117235183716,0.4598892629146576,0.5540609359741211,0.031513798981904984
A_00098,0.3281008303165436,0.4399171769618988,0.21385927498340607,0.2763049900531769,0.6232631206512451,0.2462688684463501,0.5702794194221497,0.19359040260314941,0.1728186458349228
A_00099,0.6609491109848022,0.09595560282468796,0.8477579951286316,0.996625542640686,0.3152362108230591,0.8484412431716919,0.17045459151268005,0.8449026942253113,0.937440037727356
A_00100,0.5777552723884583,0.5862838625907898,0.39965224266052246,0.9206824898719788,0.3256930708885193,0.4507899582386017,0.2151448130607605,0.8169416785240173,0.6525557637214661
A_00101,0.4711070656776428,0.48804226517677307,0.3838350772857666,0.4972954988479614,0.7104968428611755,0.4788759648799896,0.5589573979377747,0.4076938331127167,0.25840693712234497
A_00102,0.5558487772941589,0.5125725865364075,0.3649173080921173,0.9927258491516113,0.2742948830127716,0.5819524526596069,0.3306858241558075,0.7498483061790466,0.34556788206100464
A_00103,0.26148664951324463,0.34350115060806274,0.1975138783454895,0.1145997866988182,0.6232631206512451,0.14379338920116425,0.6437690854072571,0.0676940381526947,0.174555703997612
A_00104,0.5946707725524902,0.2444821298122406,0.8086960911750793,0.6605367064476013,0.7005202174186707,0.7174758315086365,0.6414640545845032,0.3461243808269501,0.7123716473579407
A_00105,0.5830332040786743,0.5103151202201843,0.5923402309417725,0.6479895114898682,0.6683230400085449,0.510974645614624,0.4397733509540558,0.5801755785942078,0.6843159794807434
A_00106,0.49390971660614014,0.8246369957923889,0.3523581922054291,0.4926520884037018,0.5759656429290771,0.21660901606082916,0.5344815254211426,0.4492105543613434,0.5176460146903992
A_00107,0.5519744157791138,0.3840653896331787,0.5592740774154663,0.980440080165863,0.2742948830127716,0.44713735580444336,0.3960474133491516,0.49086329340934753,0.7199956178665161
A_00108,0.321550577878952,0.46112585067749023,0.27411767840385437,0.15148679912090302,0.6898042559623718,0.20910415053367615,0.7098158597946167,0.09650030732154846,0.19387079775333405
A_00109,0.9394165873527527,0.9979932308197021,0.9806384444236755,0.9967081546783447,0.9072631597518921,0.9782684445381165,0.9919435977935791,0.9046506285667419,0.6900702714920044
A_00110,0.5254248380661011,0.21305370330810547,0.6173576712608337,0.7604469060897827,0.44157829880714417,0.5119211077690125,0.34097665548324585,0.4712623953819275,0.7861014604568481
A_00111,0.431585431098938,0.584949254989624,0.21590955555438995,0.49739202857017517,0.6683230400085449,0.39285582304000854,0.5412712097167969,0.41908249258995056,0.11087427288293839
A_00112,0.4752315878868103,0.2861534357070923,0.3441029489040375,0.6231850385665894,0.7104968428611755,0.6281471252441406,0.44112521409988403,0.5215398073196411,0.17663456499576569
A_00113,0.5351426005363464,0.8008451461791992,0.3597181737422943,0.741519033908844,0.4906083643436432,0.3561336398124695,0.5798785090446472,0.5175870060920715,0.3201707899570465
A_00114,0.44927364587783813,0.18539702892303467,0.5369355082511902,0.4693971574306488,0.6232631206512451,0.44260063767433167,0.374700665473938,0.3463018536567688,0.6872681975364685
A_00115,0.4468642771244049,0.5965026021003723,0.41455498337745667,0.5328299403190613,0.46601125597953796,0.2605128288269043,0.5894659161567688,0.2622898519039154,0.49104204773902893
A_00116,0.4504355490207672,0.7121445536613464,0.2676454484462738,0.4992986023426056,0.5998469591140747,0.26900529861450195,0.49588173627853394,0.44212251901626587,0.2893626093864441
A_00117,0.5835875868797302,0.2486940622329712,0.7100749611854553,0.7794601917266846,0.5398198366165161,0.6348734498023987,0.4355901777744293,0.5019565224647522,0.7730811834335327
A_00118,0.4044853746891022,0.6923394799232483,0.17575784027576447,0.4267735481262207,0.6232631206512451,0.2801535725593567,0.5795673727989197,0.3540738523006439,0.11358007043600082
A_00119,0.9424246549606323,0.9985987544059753,0.9780628085136414,0.9966790676116943,0.8792009353637695,0.9676424860954285,0.9911575317382812,0.9058963060379028,0.7685018181800842
A_00120,0.5493441820144653,0.8153549432754517,0.32740455865859985,0.696711540222168,0.5759656429290771,0.3218384385108948,0.4129868447780609,0.6779074668884277,0.4290546178817749
A_00121,0.4698045551776886,0.29356369376182556,0.46606066823005676,0.6854565143585205,0.4906083643436432,0.4692191481590271,0.4460906386375427,0.38465264439582825,0.47618532180786133
A_00122,0.5466140508651733,0.3837854564189911,0.7237424254417419,0.41351795196533203,0.8007150292396545,0.5941630005836487,0.6683242917060852,0.3124179542064667,0.6330581307411194
A_00123,0.48961883783340454,0.20175476372241974,0.5950406193733215,0.5137028098106384,0.6683230400085449,0.5145705342292786,0.39476507902145386,0.3959534466266632,0.6877605319023132
A_00124,0.47147542238235474,0.33042263984680176,0.22688274085521698,0.9847348928451538,0.33689600229263306,0.5857423543930054,0.40737685561180115,0.5543169379234314,0.08601126819849014
A_00125,0.5445330142974854,0.23972941935062408,0.6363994479179382,0.9718879461288452,0.33689600229263306,0.5139458775520325,0.4456104636192322,0.3761480152606964,0.7180868983268738
A_00126,0.66231369972229,0.04962487146258354,0.8744255304336548,0.9988933205604553,0.21947599947452545,0.8930238485336304,0.06185411661863327,0.9441739916801453,0.9790680408477783
A_00127,0.5136199593544006,0.6604467630386353,0.4572295546531677,0.6705885529518127,0.44157829880714417,0.312635600566864,0.5411449074745178,0.4017921984195709,0.5922388434410095
A_00128,0.3168284595012665,0.4705651104450226,0.2004796862602234,0.36524033546447754,0.46601125597953796,0.2053518295288086,0.6302170753479004,0.1380477398633957,0.14004023373126984
A_00129,0.6201027035713196,0.09939368069171906,0.7690632343292236,0.8014571070671082,0.6232631206512451,0.7365726232528687,0.19992314279079437,0.7155338525772095,0.910743236541748
A_00130,0.4460636377334595,0.5344309210777283,0.16537649929523468,0.9690854549407959,0.3152362108230591,0.3850865364074707,0.5389402508735657,0.38125765323638916,0.06508495658636093
A_00131,0.48951205611228943,0.6721003651618958,0.29045167565345764,0.7839533090591431,0.34770646691322327,0.2686864733695984,0.35405153036117554,0.5707236528396606,0.45436161756515503
A_00132,0.3807496726512909,0.4725622832775116,0.35948261618614197,0.4073488414287567,0.515251100063324,0.26578351855278015,0.6491472721099854,0.16301517188549042,0.3094635605812073
A_00133,0.46419012546539307,0.3634103834629059,0.3413417637348175,0.9685344099998474,0.3152362108230591,0.42419949173927307,0.4813319444656372,0.3615376055240631,0.27267158031463623
A_00134,0.5341557264328003,0.6007978916168213,0.45863035321235657,0.9607668519020081,0.35926321148872375,0.3962026536464691,0.64640873670578,0.32141730189323425,0.40045300126075745
A_00135,0.4535503685474396,0.2613677680492401,0.5332246422767639,0.5985066294670105,0.46601125597953796,0.39450910687446594,0.4622436761856079,0.28805264830589294,0.6564232110977173
A_00136,0.4463031589984894,0.2493928223848343,0.6038200259208679,0.3170751631259918,0.7303487062454224,0.45351317524909973,0.5864059329032898,0.21372953057289124,0.602379560470581
A_00137,0.4187353551387787,0.9515441060066223,0.07643955200910568,0.6206121444702148,0.39366140961647034,0.14748547971248627,0.614922821521759,0.3976999819278717,0.039795078337192535
A_00138,0.4748069643974304,0.9564960598945618,0.11000621318817139,0.9716339111328125,0.20305369794368744,0.11376086622476578,0.5795816779136658,0.4926483929157257,0.11560286581516266
A_00139,0.42229995131492615,0.3425297439098358,0.4047814905643463,0.46212002635002136,0.5517240762710571,0.3057466149330139,0.3774336576461792,0.35865458846092224,0.6243405938148499
A_00140,0.566753625869751,0.1906418651342392,0.6879446506500244,0.7877408266067505,0.515251100063324,0.6336016058921814,0.37834402918815613,0.5083093643188477,0.7699891328811646
A_00141,0.49455726146698,0.9901803731918335,0.11636970937252045,0.9717290997505188,0.21947599947452545,0.08363284915685654,0.6959570050239563,0.5357558131217957,0.12000974267721176
A_00142,0.4048706889152527,0.4602501690387726,0.19693464040756226,0.9444436430931091,0.2742948830127716,0.2673746645450592,0.5490781664848328,0.23440656065940857,0.14375023543834686
A_00143,0.4586072266101837,0.9275752305984497,0.06564538180828094,0.7784351110458374,0.34770646691322327,0.18089233338832855,0.5008707642555237,0.6059410572052002,0.038853470236063004
A_00144,0.42636996507644653,0.8341699242591858,0.2747108042240143,0.49643567204475403,0.39366140961647034,0.1478991061449051,0.654650866985321,0.25133946537971497,0.39013123512268066
A_00145,0.511888325214386,0.22018487751483917,0.5071577429771423,0.9738876819610596,0.3822593688964844,0.5944021344184875,0.4767220914363861,0.3912124037742615,0.3879614472389221
A_00146,0.5365521311759949,0.12435147166252136,0.6635755896568298,0.9681417942047119,0.3822593688964844,0.6077517867088318,0.44865575432777405,0.3238978087902069,0.6680040955543518
A_00147,0.5240439176559448,0.21857258677482605,0.6337499618530273,0.533944845199585,0.7493195533752441,0.6408284306526184,0.4901856482028961,0.4157991111278534,0.5627833008766174
A_00148,0.5197580456733704,0.15975123643875122,0.5455232262611389,0.9831796884536743,0.2551114559173584,0.5346616506576538,0.28863802552223206,0.49914708733558655,0.7136476039886475
A_00149,0.3612724542617798,0.6118040680885315,0.10738754272460938,0.5634612441062927,0.41742491722106934,0.23878516256809235,0.5528391599655151,0.2870742082595825,0.05456025153398514
A_00150,0.42176371812820435,0.6264840960502625,0.36821117997169495,0.4762149751186371,0.46601125597953796,0.23217551410198212,0.6341803669929504,0.21758146584033966,0.4152699410915375
A_00151,0.6068648099899292,0.08958014100790024,0.7095974087715149,0.9250871539115906,0.39366140961647034,0.7285705208778381,0.14139758050441742,0.7798281908035278,0.8926218152046204
A_00152,0.5300034880638123,0.24524980783462524,0.6586910486221313,0.549010694026947,0.6898042559623718,0.5452276468276978,0.41315746307373047,0.4410049319267273,0.7454625368118286
A_00153,0.5102105736732483,0.9528563618659973,0.2880935072898865,0.9366948008537292,0.33689600229263306,0.13859085738658905,0.7766083478927612,0.28087687492370605,0.23920299112796783
A_00154,0.414511114358902,0.5474718809127808,0.19854983687400818,0.6202677488327026,0.515251100063324,0.37617072463035583,0.580014169216156,0.33831843733787537,0.08150779455900192
A_00155,0.4483591914176941,0.7974978685379028,0.24776408076286316,0.6061105728149414,0.46601125597953796,0.24068324267864227,0.617447018623352,0.35533571243286133,0.2005194127559662
A_00156,0.42562949657440186,0.9343857765197754,0.19089150428771973,0.36399826407432556,0.6232631206512451,0.14310398697853088,0.6910395622253418,0.34557899832725525,0.16407200694084167
A_00157,0.5063780546188354,0.19732129573822021,0.3766326606273651,0.7574518322944641,0.6232631206512451,0.6546128392219543,0.2660582363605499,0.6735337376594543,0.34585005044937134
A_00158,0.36126476526260376,0.47686606645584106,0.19181358814239502,0.3379284739494324,0.6898042559623718,0.34105873107910156,0.6003261208534241,0.2525741755962372,0.07906616479158401
A_00159,0.6137968301773071,0.215342178940773,0.7312642931938171,0.7068355083465576,0.7493195533752441,0.7433412671089172,0.3974614441394806,0.6160069108009338,0.7165452837944031
A_00160,0.4504682421684265,0.10578464716672897,0.34207746386528015,0.6143730878829956,0.7493195533752441,0.7376856207847595,0.38632646203041077,0.4827798008918762,0.11473306268453598
A_00161,0.6491271257400513,0.31970638036727905,0.71388179063797,0.9399765133857727,0.39366140961647034,0.6729176044464111,0.1942206472158432,0.8428931832313538,0.9031068086624146
