node,agg_score,fan_in_smurf,mule_hub,new_device_high_amount,impossible_travel,device_ip_entropy,rapid_outgoing_spike,recurring_tester_tx,app_payee_mismatch,synthetic_identity_burst
A_00072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
